filename,t,t_rel,len
Outdoor Fails - Float on! (February 2017) _ FailArmy14.mp4,4.254382333333333,0.41506169105691054,10.25
Alley OOPS - Fails of the Week (October 2017)32.mp4,3.6518680000000003,0.22647243410852713,16.125
Out Of Nowhere - Didn't See That Coming!!! (April 2018) _ FailArmy13.mp4,3.452163,0.22453092682926828,15.375
Fails You Missed - Jump On In! #28 (February 2018)_ FailArmy21.mp4,1.5160250000000002,0.33689444444444444,4.5
The Top 27 Underwater Fails - FailArmy Hall of Fame (October 2017)26.mp4,3.2531396666666663,0.6506279333333332,5.0
Don't Rock the Boat! - Throwback Fails (February 2018) _ FailArmy17.mp4,4.207703,0.6233634074074074,6.75
Rope a Dope - Rope Swing Fails (September 2018) _ FailArmy9.mp4,2.891542,0.6425648888888889,4.5
Shattered Expectations - Fails of the Week (January 2019) _ FailArmy7.mp4,3.3906519999999998,0.4109881212121212,8.25
Ultimate Fails Compilation 2016 - Part 1 (December 2016) _ FailArmy84.mp4,8.426820333333334,0.5571451460055097,15.125
She's Not Going To Make It! - Throwback Thursday (September 2017) _ FailArmy25.mp4,5.266808,0.3241112615384616,16.25
Best Fails of the Year 2017 - Part 2 (December 2017) _ FailArmy14.mp4,3.8224774999999998,0.2706178761061947,14.125
This Dog is Trippin - Fails of the Week (October 2018) _ FailArmy18.mp4,0.627637,0.05838483720930232,10.75
Throwback Thursday Fails - It's Hard Not To Laugh (April 2017)54.mp4,2.101441,0.67246112,3.125
Throwback Thursday - Are My Teeth OK (May 2017)42.mp4,1.5528523333333333,0.2435846797385621,6.375
Slip and Slide Fails (April 2017) _ FailArmy34.mp4,3.6756626666666663,0.337991969348659,10.875
Amusement Park Fails - This Was Supposed to Be Fun! (July 2018) _ FailArmy39.mp4,12.042073,0.3058304253968254,39.375
Scaredy Cats _ Pranks and Scare Fails Compilation _ FailArmy 201668.mp4,3.5567365000000004,0.5368658867924528,6.625
Get off the Stage - Stage Fails8.mp4,8.60776,0.6435708411214954,13.375
Living on the Edge - Send It! (November 2018) _ FailArmy3.mp4,5.258273666666667,0.8248272418300653,6.375
FailArmy Throwback Fails - No Crying Allowed! (March 2018) _ FailArmy89.mp4,2.8257896666666666,0.1345614126984127,21.0
Throwback Fails - Face Paint Required! (March 2018) _ FailArmy2.mp4,0.49471299999999996,0.11640305882352942,4.25
Fails of the Week 3 (October 2016) _ FailArmy39.mp4,1.285972,0.1285972,10.0
Best Fails of the Week 2 May 2016 _ FailArmy 'That Was An Epic Fail Sam'64.mp4,1.064073,0.26601825,4.0
Fails You Missed - Waiting For Summer! (March 2018) _ FailArmy91.mp4,2.732204,0.5204198095238096,5.25
Fails of Summer - Baseball and Softball Fails _ FailArmy24.mp4,8.953150333333333,0.49396691494252876,18.125
Take a Seat - Throwback Thursday (October 2017) _ FailArmy28.mp4,5.353021666666667,0.36917390804597705,14.5
Best Fails of the Year 2016 (So Far) _ FailArmy Fail Compilation59.mp4,3.8068093333333337,0.4007167719298246,9.5
Don't Drive In Russia - Fails You Missed #19 (December 2017) _ FailArmy94.mp4,3.791223,0.45954218181818185,8.25
Skateboard Bail - Submission Show (May 2018) _ FailArmy2.mp4,6.820842666666667,0.5246802051282051,13.0
The Best Fails of All Time (So Far) _ by FailArmy13.mp4,4.129589,0.33036712,12.5
A Boatload of Fails - Throwback Fails (November 2017) _ FailArmy96.mp4,3.220838666666667,0.9543225679012345,3.375
Fails You Missed #27 - Didn't See That Coming (January 2018) _ FailArmy34.mp4,1.1866493333333334,0.10547994074074074,11.25
Fails You Missed - Some Pranks Never Get Old (March 2018) _ FailArmy59.mp4,1.7390249999999998,0.4091823529411765,4.25
FailArmy After Dark - That's Going To Cost You  (Ep. 9)45.mp4,7.27578,0.954200655737705,7.625
25 Best Trampoline Fail Nominees - FailArmy Hall of Fame (July 2017)5.mp4,3.2035706666666663,0.2785713623188406,11.5
Best Fails of the Year 2016 (So Far) _ FailArmy Fail Compilation100.mp4,2.359722,0.555228705882353,4.25
Fails You Missed - Is That A Snake (February 2018) _ FailArmy6.mp4,2.3360066666666666,0.6921501234567901,3.375
Look Out For That Bush - Fails of the Week (June 2017) _ FailArmy8.mp4,3.0471353333333333,0.22997247798742138,13.25
Bowling For Fails - Submission Show (April 2018) _ FailArmy39.mp4,0.6741995,0.1498221111111111,4.5
Fail Olympics _ 'FAIL-YMPICS PART 2' by FailArmy 201611.mp4,3.0662603333333336,0.10619083405483405,28.875
Animals In Predicaments - Funny Animal Fails (March 2018) _ FailArmy14.mp4,6.201759,0.5011522424242425,12.375
Someone Move that dog! - Fails of the Week (August 2017) _ FailArmy40.mp4,5.330005,0.4536174468085106,11.75
Ultimate Bad Friends - Best of the Year 2017 _ FailArmy36.mp4,3.8252265000000003,0.5884963846153846,6.5
Throwback Thursday - That was amazing! (May 2017)42.mp4,3.7217226666666665,0.9022357979797979,4.125
Russians vs. Rednecks - FailArmy Versus36.mp4,3.048421,0.3048421,10.0
Summer vs Winter Fails (June 2018) _ FailArmy39.mp4,2.6620933333333334,0.25971642276422763,10.25
FailFactory - Gravity Always Wins (February 2019) _ FailArmy260.mp4,0.063892,0.018254857142857146,3.5
Fails You Missed #27 - Didn't See That Coming (January 2018) _ FailArmy27.mp4,0.5938743333333333,0.03417981774580336,17.375
FailArmy After Dark - That's Going To Cost You  (Ep. 9)56.mp4,0.066161,0.013928631578947368,4.75
Speeding Into The Weekend - Throwback Fails (January 2018) _ FailArmy33.mp4,1.60918,0.16938736842105262,9.5
Best Funny Kid Fails Compilation Part 2 _ FailArmy 20163.mp4,2.1122703333333335,0.43328622222222224,4.875
Look Out Below - Throwback Thursday (October 2017) _ FailArmy10.mp4,3.101053333333333,0.08735361502347418,35.5
Best Fails of the Week 2 April 2016 _ 'I Knew That Was a Bad Idea' by FailArmy27.mp4,3.132421666666667,0.3915527083333334,8.0
Farmers Only (March 2019) _ FailArmy2.mp4,4.574881333333334,0.33888009876543207,13.5
Best Fails of the Week - This Is Poppin' (January 2018) _ FailArmy43.mp4,7.594024,0.5424302857142858,14.0
Fails of the Week - There's a bear on the loose!! (June 2017)32.mp4,3.3223000000000003,0.8305750000000001,4.0
Best Fails of the Week - My Life Flashed Before My Eyes! (January 2018) _ FailArmy12.mp4,6.628093333333333,0.3607125623582766,18.375
Ultimate Fails Compilation 2016 - Part 1 (December 2016) _ FailArmy8.mp4,1.562026,0.2840047272727273,5.5
Thirst Trap - H20 Fails (March 2019) _ FailArmy44.mp4,3.6015080000000004,0.1789569192546584,20.125
Best Fails of the Week - Snowmobiles Over Water  (March 2018) _ FailArmy31.mp4,3.6621399999999995,0.16276177777777776,22.5
Fails of the Week - Drone to the Face! (April 2018) _ FailArmy45.mp4,2.340496,0.292562,8.0
Best Fails of the Week 1 June 2016 _ FailArmy35.mp4,3.5483836666666666,0.41745690196078433,8.5
FailArmy Throwbacks - Don't be a jerk! (May2017)15.mp4,2.233335,0.4060609090909091,5.5
My Twig and Berries - Cup Check (February 2019) _ FailArmy24.mp4,4.507604,0.8195643636363636,5.5
"I'm Slipping, I'm Falling, I Can't Get Up - Throwback Fails (January 2018) _ FailArmy80.mp4",2.6025373333333337,0.800780717948718,3.25
Best Fails of the Year 2018 (So Far) _ FailArmy0.mp4,3.9093623333333336,0.6949977481481482,5.625
"There Was An Attempt, Then A Fail (March 2018) _ FailArmy18.mp4",7.178432333333333,0.6756171607843138,10.625
She's Not Going To Make It! - Throwback Thursday (September 2017) _ FailArmy36.mp4,3.6918556666666666,0.3281649481481482,11.25
Fails of the Month - Get Ready To Laugh (April 2017)33.mp4,4.844137,0.3954397551020408,12.25
That's Going to Leave a Mark!! - Throwback Thursday (August 2017)44.mp4,3.0226969999999995,0.2747906363636363,11.0
"Throwback Fails - Ready, Set, Fail! (March 2018) _ FailArmy48.mp4",8.737984,0.8848591392405064,9.875
Football Vs. Football (Soccer) _ Fails Compilation by FailArmy52.mp4,3.432301333333333,0.7627336296296297,4.5
Best Fails of the Week 1 May 2016 _ 'That Squirrel Just Attacked Me! by FailArmy29.mp4,3.9131786666666666,0.5492180584795321,7.125
Hilarious Truck Fails (May 2017)15.mp4,0.30905033333333337,0.03635886274509804,8.5
Gone Fishing - Throwback Thursday (November 2017) _ FailArmy17.mp4,5.169444666666667,0.3256343097112861,15.875
Funny Cat Fails Compilation _ by FailArmy 20160.mp4,4.993936,0.319611904,15.625
Feline Fails - Cat Got Your Tongue (July 2018) _ FailArmy7.mp4,5.472017,0.6533751641791045,8.375
"Go Faster, Or Fail! - Throwback Fails (January 2018) _ FailArmy46.mp4",3.779023,0.2906940769230769,13.0
Polar Vortex Problems26.mp4,5.026863666666666,0.8207124353741496,6.125
Throwback Thursday Fails - This Water's Gross!! _ FailArmy105.mp4,4.270254666666666,0.4166102113821138,10.25
The Best Fails of All Time (So Far) _ by FailArmy38.mp4,8.928707,0.4761977066666666,18.75
Best Fails of the Year 2016 (So Far) _ FailArmy Fail Compilation72.mp4,5.3163219999999995,0.5452637948717949,9.75
Fails of the Month October 2016 _ FailArmy67.mp4,2.0650296666666663,0.1311129947089947,15.75
Best Fails of the Week 2 April 2016 _ 'I Knew That Was a Bad Idea' by FailArmy50.mp4,3.852266,0.9630665,4.0
Spring is Here (March 2019) _ FailArmy26.mp4,0.329306,0.10132492307692308,3.25
Fails of the Week - Bridesmaid Ruins Wedding (June 2017)20.mp4,7.559608999999999,0.31829932631578944,23.75
Fails of the Week - That's got some kick!! (March 2017) _ FailArmy12.mp4,4.173949,0.30918140740740735,13.5
FailArmy After Dark - It's Party Time (ep. 1)85.mp4,1.5530423333333332,0.2889381085271318,5.375
FailArmy After Dark - Let The Tuna Go! (Ep. 5)58.mp4,0.8998526666666667,0.26662301234567903,3.375
How'd You Get Upside Down - Best Fails of the Week (August 2018) _ FailArmy23.mp4,35.028907000000004,0.7472833493333333,46.875
Funny Target Practice Fails 2016 _ Hits And Misses by FailArmy67.mp4,1.143328,0.3266651428571428,3.5
Fails Like Teen Spirit (February 2018) _ FailArmy20.mp4,6.830607666666666,0.6830607666666667,10.0
"Throwback Fails - Ready, Set, Fail! (March 2018) _ FailArmy14.mp4",1.9856530000000001,0.19856530000000003,10.0
Best Fails of the Week 1 April 2016 _ 'You Knew That Was Going To Happen!' FailArmy13.mp4,3.2847449999999996,0.7507988571428571,4.375
Throwback Thursday Fails - It's Hard Not To Laugh (April 2017)88.mp4,3.5736950000000003,0.5717911999999999,6.25
Let's Order In Tonight! - Cooking Food Fails (August 2017) _ FailArmy40.mp4,17.765809666666666,0.559553060367454,31.75
Best Fails of the Week 1 May 2016 _ 'That Squirrel Just Attacked Me! by FailArmy75.mp4,3.028585,0.44052145454545455,6.875
FailArmy Presents - People Are Awesome - Fails VS. Wins #150.mp4,3.9964906666666664,0.5074908783068782,7.875
26 Bad Friend Nominees - FailArmy Hall Of Fame (May 2017) HD20.mp4,5.597967333333333,0.4034571051051051,13.875
Cat's Hate Plastic! - Best Fails of the Week _ FailArmy45.mp4,7.2606676666666665,0.5694641307189543,12.75
31 Senior Citizen Fails - FailArmy Hall of Fame (September 2017)32.mp4,0.3385515,0.096729,3.5
Funny and Weird Weather Fails Compilation 2016 _ Best Nature Fails by FailArmy16.mp4,3.4676319999999996,0.2951176170212766,11.75
Dress To Impress - Lookin' Good! (October 2017) _ FailArmy11.mp4,2.6849613333333333,0.3768366783625732,7.125
Best Fails of the Year 2017 (So Far) _ FailArmy123.mp4,2.8979649999999997,0.4215221818181818,6.875
There's A Truck In The Lake! - Fails of the Week (July 2017)15.mp4,2.2129325,0.25657188405797104,8.625
This is Why I'm Broke - Expensive Technology Fails14.mp4,6.2023695,0.6051092195121952,10.25
"Funny Farm, Cowgirl and Redneck Fails Compilation _ By FailArmy28.mp4",2.95215,0.3871672131147541,7.625
For the Boys! - Fails of the Week (August 2018) _ FailArmy26.mp4,7.517391,0.313224625,24.0
Armpit Wax - Fails You Missed (April 2018) _ 201899.mp4,2.425270333333333,0.2657830502283105,9.125
Stick the Landing - Gymnastics Fails (April 2019) _ FailArmy10.mp4,9.410232333333333,0.8182810724637681,11.5
Winter is Coming - Snow Fails (October 2018) _ FailArmy5.mp4,2.9138493333333333,0.14478754451345757,20.125
Shattered Expectations - Fails of the Week (March 2019) _ FailArmy17.mp4,8.615491666666667,0.5993385507246377,14.375
We did it!! - Fails You Missed #22 (December 2017) _ FailArmy69.mp4,3.7453,0.6809636363636363,5.5
Get off the Stage - Stage Fails42.mp4,8.91652,0.9771528767123288,9.125
"Best Fails of the Month February 2016 _ 'Babe, You're Actually Crazy!' FailArmy24.mp4",3.678870666666667,0.6398035942028986,5.75
Wall of Fails - Wall Fails (February 2019) _ FailArmy27.mp4,3.406223333333333,0.18412018018018017,18.5
Lake Fails - Time For A Shower (April 2017) _ FailArmy3.mp4,8.303228333333335,0.6208021183800624,13.375
Worst Friends of the Year 2016 _ FailArmy37.mp4,5.274682666666667,0.5084031485943775,10.375
Fails of the Week 3 July 2016 _ FailArmy14.mp4,1.9138443333333335,0.11777503589743589,16.25
Christmas Fails (December 2016) _ FailArmy44.mp4,8.101408,0.7715626666666666,10.5
Girl Fails - Best of the Year 2016 _ FailArmy45.mp4,2.966579,0.35421838805970146,8.375
Best Fails of the Month - Is This Regulation Size (March 2018) _ FailArmy28.mp4,10.71898,0.8245369230769231,13.0
Girl Fails - Best of the Year 2016 _ FailArmy32.mp4,5.13094,0.4560835555555556,11.25
Shattered Expectations - Fails of the Week (March 2019) _ FailArmy25.mp4,4.2515236666666665,0.5398760211640211,7.875
Armpit Wax - Fails You Missed (April 2018) _ 20183.mp4,6.463697333333333,0.8079621666666666,8.0
Fails You Missed - Is That A Snake (February 2018) _ FailArmy51.mp4,4.968034666666667,0.5931981691542288,8.375
"Frozen Fails - Ice, Ice, Maybe. (February 2017) _ FailArmy42.mp4",3.4047203333333336,0.5447552533333333,6.25
Look At Me Like A Boss! - Fails You Missed #14 _ FailArmy73.mp4,4.271204,0.4745782222222223,9.0
My Twig and Berries - Cup Check (February 2019) _ FailArmy37.mp4,6.533669666666667,0.5444724722222222,12.0
FailArmy Presents - Funny Pet Fails by The Pet Collective12.mp4,17.367823666666666,0.9516615707762557,18.25
Dressed For Success (July 2018) _ FailArmy32.mp4,12.734972333333332,0.4828425529225909,26.375
Best Fails of the Year 2017 (So Far) _ FailArmy53.mp4,2.4460066666666664,0.34329918128654974,7.125
Best Fails of the Week 2 May 2016 _ FailArmy 'That Was An Epic Fail Sam'19.mp4,3.429164333333333,0.8849456344086022,3.875
Just Grow Up! - Act Your Age Fails (July 2017) _ FailArmy5.mp4,4.061352,0.6498163200000001,6.25
The Slide of Doom - Fails of the Week _ FailArmy47.mp4,2.177537,0.34157443137254906,6.375
We did it!! - Fails You Missed #22 (December 2017) _ FailArmy70.mp4,2.530615,0.7786507692307693,3.25
Girl Fails - Best of the Year 2016 _ FailArmy19.mp4,4.676,0.984421052631579,4.75
Work and Construction Fails _ You Had One Job!! PART 3 by FailArmy 201636.mp4,5.0066310000000005,0.5412574054054053,9.25
Boatloads of Fails - Throwback Thursday (August 2017)80.mp4,2.8612563333333334,0.22890050666666664,12.5
Back in USSR (February 2019) _ FailArmy13.mp4,5.541647,0.7388862666666666,7.5
What a Drag - Fails You Missed #18 _ FailArmy100.mp4,1.8769036666666665,0.5177665287356322,3.625
Where'd you go - Fails of the Week (August 2017) _ FailArmy19.mp4,3.265046,0.29022631111111113,11.25
Back in the Mud - Down and Dirty Fails (October 2018) _ FailArmy3.mp4,3.7798426666666667,0.6047748266666666,6.25
Fails of the Week - (October 2016) _ Fail Army10.mp4,2.299651666666667,0.1999697101449275,11.5
You're Going Way Too Fast! - Throwback Thursday (September 2017) _ FailArmy90.mp4,4.3193269999999995,0.227333,19.0
Fun Size Fails - Miniature Fails (June 2017)28.mp4,1.5542453333333333,0.27631028148148146,5.625
Best Fails of the Year - Part 2 (2018) _ FailArmy7.mp4,2.252093,0.5459619393939393,4.125
Fails You Missed - Toilet Or Bust! (March 2018) _ FailArmy8.mp4,3.805403,0.7610806,5.0
Funny Spring Loaded & Trampoline Fails Compilation _ By FailArmy8.mp4,4.6396196666666665,0.8248212740740741,5.625
Dive Right In - Diving Fails (October 2018) _ FailArmy7.mp4,3.057714333333333,0.7644285833333333,4.0
FailArmy Throwback Fails - No Crying Allowed! (March 2018) _ FailArmy46.mp4,2.7031126666666663,0.3487887311827957,7.75
Instant Karma Fails - Best of the Year 2017 _ FailArmy28.mp4,3.5652399999999997,0.5281837037037037,6.75
FailArmy Throwback Fails - No Crying Allowed! (March 2018) _ FailArmy31.mp4,12.320535666666666,0.9042594984709481,13.625
FailFactory - Gravity Always Wins (February 2019) _ FailArmy284.mp4,3.678929,0.49052386666666664,7.5
FailArmy After Dark - Let's Get Crazy!  (Ep. 4)159.mp4,0.4032813333333333,0.10082033333333333,4.0
Brain Freeze Is Real! - Fails of the Month (June 2017) _ FailArmy50.mp4,1.4983266666666666,0.37458166666666665,4.0
Virtual Reality Freakout - Fails of the Week (November 2018) _ FailArmy15.mp4,5.752063333333333,0.9391123809523809,6.125
FailArmy Throwback Fails - No Crying Allowed! (March 2018) _ FailArmy51.mp4,3.706868,0.3706867999999999,10.0
Outdoor Fails - Float on! (February 2017) _ FailArmy28.mp4,1.959895666666667,0.06077195865633075,32.25
Dive Right In - Diving Fails (October 2018) _ FailArmy13.mp4,3.5442475,0.7876105555555556,4.5
31 Back To School Fail Nominees - FailArmy Hall of Fame (September 2017)29.mp4,0.21006933333333333,0.06463671794871795,3.25
Best Fails of the Week 2 April 2016 _ 'I Knew That Was a Bad Idea' by FailArmy47.mp4,0.181232,0.03536234146341464,5.125
Bark Bark - Dog Fails (August 2018) _ FailArmy21.mp4,0.350375,0.04246969696969697,8.25
Vanity Flair - Expensive Fails (November 2016) _ FailArmy39.mp4,0.49134800000000006,0.13102613333333332,3.75
Bowling For Fails - Submission Show (April 2018) _ FailArmy5.mp4,6.220821333333333,0.7318613333333334,8.5
Moose vs. Hammer! - Fails You Missed #20 (December 2017) _ FailArmy18.mp4,3.6884523333333328,0.43393556862745103,8.5
"Best Fails of the Week - Go Hard, Or Go Home! (March 2018) _ FailArmy18.mp4",5.746043333333334,0.8357881212121212,6.875
Nobody Believed Me! - Fails You Missed #15 _ FailArmy77.mp4,2.5022056666666668,0.1380527264367816,18.125
Fails You Missed - Flexin' On A Lexus! (February 2018)22.mp4,2.653396,0.17837956302521008,14.875
Fail Olympics  _ 'FAIL-YMPICS' by FailArmy 201631.mp4,3.723017666666667,0.22062326913580246,16.875
Motorcycle Mayhem - Throwback Thursday (November 2017)11.mp4,3.3029983333333335,0.42619333333333337,7.75
FailArmy After Dark - It's Party Time (ep. 1)20.mp4,2.711384,0.3676452881355932,7.375
Smile Wide! - Fails You Missed #26 (January 2018)66.mp4,2.8256666666666668,0.5257054263565891,5.375
Owl Meets Drone - Fails of the Week (February 2019) _ FailArmy28.mp4,8.500042666666667,0.5964942222222223,14.25
"Monkey See, Monkey Steal - Fails of the Week (June 2018) _ FailArmy7.mp4",13.329157,0.4718285663716814,28.25
Fails of the Week - Whoa baby! (February 2017) _ FailArmy5.mp4,6.830445,0.47106517241379314,14.5
Back in the Mud - Down and Dirty Fails (October 2018) _ FailArmy42.mp4,6.688677666666667,0.2267348361581921,29.5
Spring is Here (March 2019) _ FailArmy0.mp4,1.179473,0.1850153725490196,6.375
Stop Tripping - Fails of the Month (August 2017) _ FailArmy14.mp4,3.8787013333333333,0.8386381261261261,4.625
Fails of the Week - There's a bear on the loose!! (June 2017)13.mp4,2.0736693333333336,0.33178709333333334,6.25
You Aight Fails of the Month (November 2018) _ FailArmy4.mp4,2.216672,0.38550817391304343,5.75
Slip and Slide Fails (April 2017) _ FailArmy15.mp4,0.125208,0.04006656,3.125
FailArmy After Dark - That's Going To Cost You  (Ep. 9)19.mp4,3.1328533333333333,0.5448440579710145,5.75
Wheelie Wipeout - Fails of the Week (June 2018)21.mp4,17.399741666666667,0.9405265765765766,18.5
Fails You Missed - Some Pranks Never Get Old (March 2018) _ FailArmy72.mp4,1.6092829999999998,0.19215319402985073,8.375
The Nutcracker - Fail Army Edition22.mp4,3.2540186666666666,0.2892461037037037,11.25
Throwback Thursday - Try and stay balanced! (April 2017)82.mp4,3.9947079999999997,0.7263105454545454,5.5
Funniest Epic Wave and Surfing Fails _ 'Surfs Up' By FailArmy60.mp4,0.45234549999999996,0.0904691,5.0
Throwback Fails - He's Not Scared! (December 2017) _ FailArmy22.mp4,3.0355109999999996,0.3571189411764706,8.5
Throwback Thursday Fails - It's Hard Not To Laugh (April 2017)91.mp4,7.7954246666666664,0.7699184855967078,10.125
We're Going Old School - Fails of the Week (April 2017) _ FailArmy14.mp4,6.8029790000000006,0.7455319452054795,9.125
31 Senior Citizen Fails - FailArmy Hall of Fame (September 2017)13.mp4,3.5775710000000003,0.540010716981132,6.625
Cat's Hate Plastic! - Best Fails of the Week _ FailArmy38.mp4,2.9301406666666665,0.3780826666666666,7.75
Don't Rock the Boat! - Throwback Fails (February 2018) _ FailArmy73.mp4,3.5709199999999996,0.7517726315789472,4.75
Fails of the Month August 2016 _ FailArmy14.mp4,3.605,0.9944827586206897,3.625
People Vs. Nature Fails - It's Going To Blow You Away (May 2017)48.mp4,5.847818,0.5377303908045977,10.875
FailArmy Presents - People are Awesome _ Epic Wins Compilation33.mp4,3.385885,0.9029026666666666,3.75
29 Hilarious Instant Karma Fail Nominees - FailArmy Hall of Fame14.mp4,5.057930666666667,0.20750484786324785,24.375
FailFactory - Gravity Always Wins (February 2019) _ FailArmy187.mp4,2.9564880000000002,0.35836218181818175,8.25
Nobody Believed Me! - Fails You Missed #15 _ FailArmy45.mp4,3.66709,0.37611179487179486,9.75
Nobody Believed Me! - Fails You Missed #15 _ FailArmy32.mp4,2.0786396666666667,0.33258234666666664,6.25
Stick the Landing - Gymnastics Fails (April 2019) _ FailArmy1.mp4,1.7685996666666668,0.24822451461988304,7.125
Fails of the Week - Do What You Can! (February 2017) _ FailArmy16.mp4,4.6647685,0.5830960625,8.0
Winter Sports 2018 Fails - See You On The Hill! (February 2018) _ FailArmy13.mp4,4.2309193333333335,0.2603642666666666,16.25
Epic Skiing and Snowboarding & Icy Water Fails _ 'Chill Out' by FailArmy 201638.mp4,3.9310003333333334,0.6166275032679739,6.375
How'd You Get Upside Down - Best Fails of the Week (August 2018) _ FailArmy9.mp4,0.6866243333333334,0.0915499111111111,7.5
Best Fail of the Week - Bad Kitty! (April 2018) _ FailArmy13.mp4,9.723459,0.23082395252225518,42.125
FailArmy After Dark - Let's Get Crazy!  (Ep. 4)81.mp4,3.5536736666666666,0.4585385376344086,7.75
Best Fails of the Year 2016 (So Far) _ FailArmy Fail Compilation37.mp4,2.4708116666666666,0.5490692592592593,4.5
Desert Fails - The Sands of Failure (November 2018) _ FailArmy0.mp4,2.4874376666666667,0.44221114074074075,5.625
When Nothing Goes Right - Throwback Fails (June 2017) _ FailArmy70.mp4,2.971194666666667,0.9507822933333333,3.125
Fails of the Week - Better Luck Next Time (January 2017) _ FailArmy21.mp4,4.372050333333333,0.27759049735449737,15.75
FailFactory - Gravity Always Wins (February 2019) _ FailArmy114.mp4,1.4274723333333335,0.3806592888888889,3.75
Fail Olympics _ 'FAIL-YMPICS PART 2' by FailArmy 201623.mp4,0.7535885,0.10576680701754386,7.125
Fail Olympics _ 'FAIL-YMPICS PART 2' by FailArmy 201654.mp4,2.7751873333333332,0.2551896398467433,10.875
Fails You Missed - Dump Truck Full of Fails (March 2018) _ FailArmy75.mp4,3.6235623333333336,0.4459769025641025,8.125
That Can't Be Good - Fails of the Week (November 2016) _ FailArmy16.mp4,0.5234666666666666,0.1395911111111111,3.75
Woman Up - Fails of the Week (November 2018) _ FailArmy15.mp4,7.366715,0.5169624561403509,14.25
It's Dangerous Outside - Stay Inside (April 2018)  _ FailArmy30.mp4,0.528273,0.13206825,4.0
Damaged Goods _ Funny Fails and Broken Things by FailArmy28.mp4,7.3948335,0.9698142295081967,7.625
Fails of the Month October 2016 _ FailArmy28.mp4,5.016,0.9787317073170732,5.125
Funny and Weird Weather Fails Compilation 2016 _ Best Nature Fails by FailArmy24.mp4,3.46898,0.19406881118881122,17.875
Wheelie Gone Wrong - Fails of the Week (October 2018) _ FailArmy30.mp4,2.968377,0.7660327741935483,3.875
Fail Olympics _ 'FAIL-YMPICS PART 3' by FailArmy 201655.mp4,4.242876666666667,0.7221917730496453,5.875
Sled Dead Redemption - Fails of the Week _ FailArmy12.mp4,4.506361666666667,0.7510602777777778,6.0
Bad Hair Day - Fails of the week (April 2019) _ FailArmy27.mp4,6.133389666666666,0.8761985238095239,7.0
FailArmy After Dark - Sliding Into The Weekend (Ep. 11)10.mp4,5.4321953333333335,0.790137503030303,6.875
Fails of the Week 3 July 2016 _ FailArmy35.mp4,3.737738333333333,0.7868922807017543,4.75
Worst Friends of the Year 2016 _ FailArmy16.mp4,4.802742333333334,0.6624472183908047,7.25
Wheelie Wipeout - Fails of the Week (June 2018)2.mp4,11.107055666666668,0.7224101246612467,15.375
Go for Broke - Breaking Things (November 2016) _ FailArmy27.mp4,2.078519,0.4494095135135135,4.625
The Best 27 Racing Fails - FailArmy Hall of Fame (October 2017)35.mp4,3.135734,0.44010301754385966,7.125
In the Face Fails - That hurt! (August 2017) _ FailArmy26.mp4,5.365169666666667,0.596129962962963,9.0
Look Out Below - Throwback Thursday (October 2017) _ FailArmy6.mp4,0.908118,0.11531657142857143,7.875
Dunking Over Kids - Best Fails Of The Week (April 2018) _ FailArmy17.mp4,13.813172666666667,0.7222573943355121,19.125
Throwback Thursday Fails - This Water's Gross!! _ FailArmy58.mp4,3.5533985,0.2961165416666667,12.0
Best Pranks - Got ya! (February 2017) _ FailArmy32.mp4,2.4334219999999998,0.13905268571428572,17.5
That's The Spot!! - Throwback Thursday (July 2017)75.mp4,9.410171949999999,0.7681773020408162,12.25
He's Gonna Send It!! - Throwback Fails (November 2017) _ FailArmy30.mp4,1.6750374333333333,0.41875935833333333,4.0
FailArmy Presents - Symphony of Destruction61.mp4,0.9686589,0.2767596857142857,3.5
Brother Fails _ 'Bros For Life' By FailArmy 201656.mp4,1.149635,0.36788319999999997,3.125
Funniest Epic Wave and Surfing Fails _ 'Surfs Up' By FailArmy5.mp4,3.050660666666667,0.39363363440860216,7.75
Recording for Duty - Epic Pranks (February 2019) _ FailArmy45.mp4,0.0,0.0,4.75
Back in the Mud - Down and Dirty Fails (October 2018) _ FailArmy9.mp4,7.9096486666666665,0.7273240153256705,10.875
Best Fails of the Week - No Baseball Inside! (December 2017) _ FailArmy21.mp4,5.198085333333334,0.5400608138528139,9.625
Hilarious Summer vs. Winter Fails (June 2017) _ FailArmy41.mp4,0.6987215,0.12151678260869565,5.75
FailFactory - Gravity Always Wins (February 2019) _ FailArmy293.mp4,2.197036333333333,0.41848311111111114,5.25
Cars vs. Bikes - FailArmy Versus (November 2017) _ FailArmy29.mp4,1.9983795,0.4320820540540541,4.625
FailArmy Throwback Fails - No Crying Allowed! (March 2018) _ FailArmy22.mp4,2.030175,0.1450125,14.0
Rope a Dope - Rope Swing Fails (September 2018) _ FailArmy28.mp4,5.970717333333333,0.5897004773662551,10.125
FailArmy Throwbacks - Hold On Tight! (May 2017)68.mp4,6.233234,0.4749130666666667,13.125
FailFactory - Gravity Always Wins (February 2019) _ FailArmy297.mp4,1.2854993333333333,0.3672855238095238,3.5
"Go Faster, Or Fail! - Throwback Fails (January 2018) _ FailArmy28.mp4",3.9483769999999994,0.7178867272727273,5.5
Best Fails of the Week 2 February 2016 _ FailArmy18.mp4,7.735616333333333,0.542850269005848,14.25
