filename,label
21xr_EEcimY,playing_poker
22-sZjq-hec,milking_cow
229ia7VKmd8,pole_vault
22EY427Rcpw,skiing_(not_slalom_or_crosscountry)
22GRK9RoW6M,sanding_floor
22GdYSv00ls,petting_animal_(not_cat)
22P8LgrLz5Y,making_bed
22Pd4j-_gCc,playing_drums
22T2UGyK5bk,milking_cow
22UVIF_-GR0,golf_putting
22a12p9iQFc,skiing_(not_slalom_or_crosscountry)
22fCjQlAuls,cartwheeling
22kdeQ_krSU,air_drumming
22s3k5Mie4E,passing_American_football_(in_game)
22sbQ8LZUr4,stretching_arm
22sdTGFkXBE,playing_trumpet
22ubZ-Ov7z8,hurling_(sport)
22urrEVHrTM,dancing_charleston
23CkE8KwuY8,tossing_coin
23De--EzXVw,blasting_sand
23QBf4H_Tso,clay_pottery_making
23TPYMlMg7E,punching_bag
23U9MipPsFU,cooking_egg
23V2VTBqsHg,milking_cow
23VD6ITi7E0,hitting_baseball
23b1bTFaCgc,hurling_(sport)
23jZnr9lYc0,playing_ukulele
23m83j06rQs,skiing_(not_slalom_or_crosscountry)
23xts9URUFc,hitting_baseball
23ytEbJCpA0,skiing_(not_slalom_or_crosscountry)
24-B4bOOMqg,brushing_teeth
240Wf7VcqgU,hurling_(sport)
247_GE6JB10,shaving_legs
24EKXd4_QN8,drinking
24Lb61u82f4,eating_spaghetti
24NXwPXK6OE,playing_accordion
24RvljIiP_A,playing_trumpet
24TINX3B48Q,playing_paintball
24TdIOpP0i0,dancing_ballet
24TpKMmyQNw,canoeing_or_kayaking
24ZOxWDShDo,golf_chipping
24aLmnb145c,catching_or_throwing_softball
24chuWPO1y0,playing_drums
24kfsaZZWtw,passing_American_football_(in_game)
24m9n3VEHE8,sailing
24mCjob1s74,marching
24nP4XQc274,sailing
24oQxvWmsNg,busking
25-aVQKeoE8,shoveling_snow
253D1YbDTJU,milking_cow
2563vPN2zFM,auctioning
2591ozvX_zg,pole_vault
25CojeO8idM,walking_the_dog
25ESbxAUsRY,canoeing_or_kayaking
25EmNDynJVQ,somersaulting
25FC-XWrZFc,canoeing_or_kayaking
25H-iT18gqw,celebrating
25I55xFMbc4,zumba
25ICvuXdDJo,marching
25IZs_-BS20,sailing
25JUEuCpFtg,getting_a_tattoo
25KikUi4K_A,hula_hooping
25_AC4ISvZg,springboard_diving
25_DbYkayNA,hitting_baseball
25j1AtsJ7vA,milking_cow
25wVJiSAJFU,flying_kite
267SBn5BJqw,eating_spaghetti
26AvG1uXnyw,javelin_throw
26YQBBZEk-k,drinking
26gT4AZzXJM,smoking_hookah
26qsBcTKpNE,passing_American_football_(not_in_game)
26yZMEG2nRw,making_bed
275L0e-kRZ4,canoeing_or_kayaking
27AN7phBDpc,tap_dancing
27CZYrIfiUM,windsurfing
27DFPaqNQHI,using_remote_controller_(not_gaming)
27DckImQIbQ,brushing_teeth
27Gyi2p4lqI,knitting
27KOT57Q43g,giving_or_receiving_award
27Ogzc9n4GQ,abseiling
27QMBJk_mtI,drop_kicking
27cNSPMwniE,mowing_lawn
27mAJARtWzw,climbing_ladder
27oBFM7kO-8,playing_trumpet
27pNuwMr918,eating_spaghetti
27qNV1hrOjY,shearing_sheep
27z60x9sv30,making_jewelry
284l7lvmkPw,air_drumming
28TREFVRvpk,playing_accordion
28XTaKmiYI8,mowing_lawn
28bhI6nRAr4,making_bed
28fkNap-VsM,petting_animal_(not_cat)
28gqtrI8k2w,climbing_ladder
28ilbmzmDGM,weaving_basket
28jEajgjwE0,bandaging
28kUKAjOfBE,flying_kite
291ADI6cq8c,motorcycling
296aQGTJqYU,balloon_blowing
2983Tc8foBM,flying_kite
299vWNTkTbs,climbing_a_rope
29D2Eb1E-yE,shearing_sheep
29Nbn3zXi2c,sanding_floor
29PdNBkUxCM,playing_ukulele
29XZHX6B9z4,feeding_birds
29_pCX3EY14,testifying
29aDIi7qxXY,cooking_chicken
29bzfPRTsT8,snowkiting
29flkkkAqQI,skipping_rope
29jI9tNv_Cs,biking_through_snow
2A-C_wkbg9E,archery
2AINoaJm_Wg,golf_chipping
2APKV6H2CAo,skiing_(not_slalom_or_crosscountry)
2ATgxOp31oI,giving_or_receiving_award
2AWmtxR7W6w,carrying_baby
2Ad7jfq9M3M,hula_hooping
2Ak4RTbV5RI,javelin_throw
2ApXeNBE3vs,hula_hooping
2AqaBdceyQo,hitting_baseball
2AsUS7L5wVg,playing_tennis
2AwBxPF2xIQ,knitting
2BG2HElGz00,cooking_egg
2BHh4M34Vic,eating_spaghetti
2BIFWXEcbtc,auctioning
2BKJIeWqw9g,pushing_wheelchair
2BMZLwgMQ3M,walking_the_dog
2BP4JWIrp3U,hurling_(sport)
2BPdsASCEjg,somersaulting
2BPmiJCwtqQ,walking_the_dog
2BT8CiKHdTI,mowing_lawn
2B_oGDw-sh8,using_remote_controller_(not_gaming)
2Bg0Jbxz-ZI,making_jewelry
2BhB49WZWno,punching_bag
2BhC7Z2AGyQ,using_remote_controller_(not_gaming)
2Bo9va_FJjk,playing_ukulele
2BpzOe9dK_c,shaking_hands
2BuzCWHJhzA,tap_dancing
2BvI5wyu29w,smoking_hookah
2BzfoyTegqs,blasting_sand
2C1sAOH3Mm4,milking_cow
2C8sjK5QfE4,weaving_basket
2CEHAmdsZ9M,air_drumming
2CUYzQED-88,milking_cow
2CYfw_N6S_0,dancing_charleston
2Cf7gmrPl_k,javelin_throw
2ClrFKi3UpA,eating_spaghetti
2CtIE5AUZzs,punching_bag
2CwM9jVrGu8,canoeing_or_kayaking
2Cy7v78nWoM,snowboarding
2D3E1vBGW4I,playing_trumpet
2DCD3DACokI,making_jewelry
2DEvAEWGc3M,hula_hooping
2DI-reCFSTQ,air_drumming
2DOgZo0qMnU,singing
2DOj1Umdg_U,zumba
2DOvR2Syz00,canoeing_or_kayaking
2DPR1XtONMU,playing_paintball
2DZM33rlnQc,canoeing_or_kayaking
2Di0F5CIdOE,feeding_birds
2DirztOs5UY,eating_spaghetti
2Dk6t-r-_x4,shearing_sheep
2Dn_pVLc750,playing_ukulele
2E-hZStoCE0,passing_American_football_(in_game)
2E-iGMJWnE4,playing_ukulele
2E0W5lPwTdc,dancing_ballet
2E0hgHCcnYY,motorcycling
2E0qW3gscrw,zumba
2E2Vclrfb-4,canoeing_or_kayaking
2E31AGQktG4,archery
2E5f3IZD7XM,changing_oil
2E7-omP0xFI,giving_or_receiving_award
2EGEUdrgnzw,celebrating
2EKjWuTq98k,singing
2EZP7l0w4TY,milking_cow
2EbKAbigT7Y,playing_tennis
2EbbZtbpx18,windsurfing
2EcQvnDaabM,brushing_teeth
2EhofjljALY,shoveling_snow
2EtSEO7ZocI,brushing_teeth
2EtTcZ1ZDzo,making_jewelry
2EzvS3WW-ho,golf_driving
2F1NL4DqsFs,windsurfing
2F2FQ3R4vak,playing_ukulele
2F4eTEGmVuU,yawning
2FAJ311OENQ,playing_guitar
2FAZ6MNGYf4,dribbling_basketball
2FHcGNajPUQ,playing_guitar
2FL7OQqRnFM,canoeing_or_kayaking
2FManmYfrB0,giving_or_receiving_award
2FQMHrBVTjo,smoking_hookah
2FVGwe9UaRo,playing_accordion
2FWYE068Niw,golf_driving
2FcbABNTkAE,punching_bag
2FeEwCSqPGM,making_snowman
2Fi0LWv3T_g,tap_dancing
2FnfnWplyjY,mowing_lawn
2G1zKFTA8m4,drinking
2G4VPrqpvZk,passing_American_football_(not_in_game)
2GIG2uzptmg,zumba
2GIhfB2_GHY,windsurfing
2GIvxfSfGxY,singing
2GIyTRGHr7E,singing
2GJ2xtYRKNo,playing_guitar
2GJA8DgTPQ4,singing
2GJMEOzasO0,dancing_ballet
2GJSeRwoMRE,archery
2GJdOWDVxLs,brushing_teeth
2GJgjG02Ceg,singing
2GUU6dmIwg8,passing_American_football_(in_game)
2GVJA1T-93Q,cartwheeling
2GXs2qZ-47g,getting_a_tattoo
2G_FQdHX7uY,feeding_birds
2G_zrbItI-U,smoking_hookah
2Gj5QQ1C1Ww,playing_paintball
2GjAbN2bdmc,playing_paintball
2GjiAQB74aI,playing_paintball
2Gmqx0Pq9dE,archery
2GpVI2LqkCE,eating_spaghetti
2Grg_zwmYZE,air_drumming
2GwPFPrm78g,walking_the_dog
2H2zPeq0C-w,climbing_a_rope
2HBRv795eVM,hula_hooping
2HD9IDPrZGs,shearing_sheep
2HE2os2CeKY,catching_or_throwing_softball
2HLgsd77Wbo,flying_kite
2HMAc7lMBKE,flying_kite
2HU1yJZ0JLU,playing_harmonica
2Hcmv480oQs,hula_hooping
2HeUoXVD3WI,canoeing_or_kayaking
2HfK2IhFhSM,marching
2HnaJ3rH-Yc,dancing_ballet
2HpYuvLOu0M,passing_American_football_(not_in_game)
2I3UPiSMYkc,walking_the_dog
2IPV15laaxA,smoking_hookah
2IRUFpnIE30,petting_animal_(not_cat)
2IWKLz08jZY,playing_guitar
2I_hyxpFU6U,hitting_baseball
2I_msI9OhwI,playing_poker
2Ig6FI0BWHM,air_drumming
2Ij24-37v3E,passing_American_football_(not_in_game)
2IjLUjatXNY,headbutting
2IjrnlpHYnQ,biking_through_snow
2Ilh-R2JTbY,canoeing_or_kayaking
2IoJcMxQA9w,cooking_chicken
2IpA1tSBXK0,skiing_(not_slalom_or_crosscountry)
2Ir7dkcfAFQ,shoveling_snow
2IyM9NKocwI,pole_vault
2Iyox5BYEh4,playing_trumpet
2J0SWxs5sgk,zumba
2J68TPFBNeo,playing_tennis
2J8p7jSBTTc,skiing_(not_slalom_or_crosscountry)
2JC18LzEt4M,shoveling_snow
2JF7aPjk_NQ,mowing_lawn
2JW5PxNWxnw,dancing_ballet
2J_CJf4qN3g,cooking_chicken
2JeLZvK7WK4,unboxing
2JjD84z3l8c,changing_oil
2JjIilhqxto,playing_harmonica
2Jpzq2ZbT7k,giving_or_receiving_award
2Jqp0Pm5ls0,making_jewelry
2JyIkM_v0wA,archery
2K371Vetxbw,eating_spaghetti
2K76jl2qtwI,golf_chipping
2K7NknZ-NxM,knitting
2K8DkY75oGU,singing
2KJLPx88F-w,walking_the_dog
2KMV20xxE_o,dancing_charleston
2KPqWftsN1o,mowing_lawn
2KTUIDfADP8,playing_tennis
2KVH9jCJrEA,tap_dancing
2KZMsBOuYNk,milking_cow
2KZQSo-GGNg,yawning
2K_LW_-6Wvc,windsurfing
2Kg05p5E3CQ,golf_driving
2KoFk1Zb0b8,shoveling_snow
2Kpj2_mZgQU,javelin_throw
2Kx4gvs6Aos,dancing_ballet
2L2yGXV8LLo,drinking
2LK56y2Pyag,peeling_potatoes
2LL6SXh_Cjk,getting_a_tattoo
2LOiaSVIv18,golf_driving
2LPXB66qfk0,playing_accordion
2LV2gA6H1DM,changing_oil
2LVd6I6Zqig,archery
2LWFFHnAt7Q,hitting_baseball
2LfbZDUXeLY,snowkiting
2LilHQSu43c,weaving_basket
2LjZ7rydBmw,headbutting
2Loh388cF5M,cooking_egg
2LuR1yw6VKk,flying_kite
2LvvWRJ-jGk,hitting_baseball
2LyzYm99nNs,golf_putting
2LzWCwYtUzs,peeling_potatoes
2M56FbUNiyQ,giving_or_receiving_award
2MDDBprILjU,making_snowman
2MHiTQ5nS3s,archery
2MMNg_r8Od0,eating_spaghetti
2MScvme_wi0,hula_hooping
2MYDZfTQB6M,playing_guitar
2MYTIhJkOx8,playing_ukulele
2M_mheOleKA,peeling_potatoes
2MaLtuFH9T0,smoking_hookah
2MidQHxmE0Q,ice_climbing
2MmtFyuvAW4,playing_guitar
2MuvKho7pMQ,punching_bag
2N-ZF3nSvVc,tapping_guitar
2N0V0fmOMEY,shoveling_snow
2N7-nXmdvJ8,making_jewelry
2N7rGkb9mdA,mowing_lawn
2NAevYhdB18,playing_harmonica
2NFjzbUfR2k,dining
2NG8oKaLmY8,shoveling_snow
2NOgRsO6V9s,playing_ukulele
2NQo9pc2x5E,changing_oil
2NSM1-qj5Bc,canoeing_or_kayaking
2NXxQ9-4bZ8,feeding_birds
2NeC5vzrP20,stretching_arm
2NhotL_aiUc,playing_ukulele
2NjyRGO5zSY,eating_spaghetti
2NkroJlh4pw,archery
2Nu-PSBJ70M,dancing_ballet
2OHeRsFIuLk,golf_putting
2OJRSVwOcSM,eating_watermelon
2OQjJoyvJHo,getting_a_haircut
2Oc72SeZXQY,singing
2OgT21gxanA,playing_drums
2OoB7uZCEBw,weaving_basket
2Ox_fadtVfo,eating_spaghetti
2P1WK0wHzpk,golf_driving
2P1uKiXhJzc,archery
2P6iKAbBjWw,playing_accordion
2P83FwmS0zc,cooking_chicken
2PLB2Pw1XNY,tossing_coin
2PNJOlqkG9s,zumba
2POLGqD764w,dancing_ballet
2PZHiFGnkXw,making_snowman
2Pc1VwiU65s,hitting_baseball
2PctcnT20PY,motorcycling
2PkaZTxIT50,weaving_basket
2PrM41MK7pI,pole_vault
2PrfOYSUR7A,drop_kicking
2PsJ6BbyF3g,archery
2PscwWKqfww,shaking_hands
2PxUK4Sjgj8,weaving_basket
2Q9C4Ggs4k8,shaving_legs
2QIaJxfph1s,singing
2QZmCm1uJaI,stretching_arm
2Q_ggZwievc,passing_American_football_(in_game)
2Qc1cn8nAHc,shaving_legs
2Qik3xmhJXA,golf_putting
2R-24tTgcSw,milking_cow
2R2Xfv0IuV4,baking_cookies
2RCLzEXgYAw,air_drumming
2RDwWL8tug4,clay_pottery_making
2ROeV3xHXyc,shoveling_snow
2RRNyBGKa1U,hitting_baseball
2RTltupmW0w,playing_tennis
2RaiIeyWQNI,cooking_chicken
2RhWAD09BK4,cooking_egg
2RiD7pUvQyA,somersaulting
2RjwnAgOCd0,shaking_hands
2RkIPlIp810,waxing_back
2RsAgD1jgOc,sailing
2RsV2hsfMBA,busking
2RtG7kteGRA,zumba
2S48j4IB7fA,dancing_ballet
2SCH8yy9dUY,singing
2SCPGvv6r4I,giving_or_receiving_award
2SF1Cevmps0,bandaging
2SJxNz5hScI,brushing_teeth
2SMKAd3tnYk,snowboarding
2SMmL6kIx-w,dancing_ballet
2SRDTUyjlAc,skiing_(not_slalom_or_crosscountry)
2SRJgIEtZVs,abseiling
2SV0SHZUm28,hurling_(sport)
2SVs1g0EfII,sanding_floor
2SWmjW1w-ys,skiing_(not_slalom_or_crosscountry)
2SgSMGPMuJE,dribbling_basketball
2ShMD5cnioA,eating_spaghetti
2Shw6Ex69d4,archery
2Sip1UgOh1Y,cooking_chicken
2SoL-pN-2qg,singing
2SpYd1dj_Pk,flying_kite
2SpeByGHzIM,somersaulting
2StBtpukn74,dancing_charleston
2SuUszmOMSU,shearing_sheep
2SwNP_ixHIM,archery
2Sy-5VeTB9o,motorcycling
2T4c_ZOVgjw,busking
2T85a5TQxt4,shearing_sheep
2TAYZ67B16E,punching_bag
2TFZDZX1oXw,singing
2TINdwvpFxM,tapping_guitar
2TTcEE-yCR8,punching_bag
2Ta1Iu-2jto,playing_harmonica
2TnpD2AIKj0,carrying_baby
2UA93vqnVKw,passing_American_football_(not_in_game)
2UHhHN4RSyE,petting_animal_(not_cat)
2UKrd77BpA8,playing_accordion
2UQfMoW8Wzo,playing_trumpet
2UXCC5iONM0,abseiling
2UZa6tOvurE,shearing_sheep
2UajEt8u2Bs,somersaulting
2Uc_ELCMCPI,hitting_baseball
2V0T70ATYEM,snowkiting
2V7guKRBZ0Q,biking_through_snow
2VAyiBydxp8,snowkiting
2VBQCee7zvA,snowboarding
2VD4eXvxHJI,hula_hooping
2VDoEctICtA,shaking_hands
2VEaU6aV7bM,playing_tennis
2VFteaAV51s,playing_guitar
2VOOcP-QELo,skiing_(not_slalom_or_crosscountry)
2VSHXIlNCTg,windsurfing
2VYtvaXujSE,eating_watermelon
2Vl8UVRl2Eo,making_bed
2Vt1eC9u7K0,brushing_teeth
2Vt5Xi9zMwI,abseiling
2VvBXmYVGjg,playing_accordion
2Vz_g3Lf8Vk,snowkiting
2WA7rHrqVr0,archery
2WEMMz7MaD4,skipping_rope
2WKlABJN2_M,windsurfing
2WMnKTG2mwA,using_remote_controller_(not_gaming)
2WMsT3q_beg,giving_or_receiving_award
2WNZZlzxWjI,playing_tennis
2WNwS-xBRRs,hurdling
2WPzgG1-TF0,dancing_ballet
2WRNdqfjHvU,balloon_blowing
2Wa5zVeJHgE,brushing_teeth
2WdB2ik61F8,somersaulting
2WdD6rN3JNo,playing_accordion
2Wh--mIlyBM,playing_drums
2Wi7_uPVQn4,singing
2Wkf7GiT37c,auctioning
2WvS_yCR5Jw,flying_kite
2X0BFSxVgRs,balloon_blowing
2X2U5ngX634,biking_through_snow
2XCDkPlfbqA,playing_accordion
2XMstPfmoYk,tossing_coin
2XTRHtpy9RQ,hitting_baseball
2XVRutcs_hw,busking
2XdZ8YM0Dmc,feeding_birds
2XtoJzeEXew,giving_or_receiving_award
2YFIND4tXCc,abseiling
2YW5CVm4jvs,hitting_baseball
2YWCHSPAQog,snowkiting
2Y_xQ4mCcmw,mowing_lawn
2YnmRDZ_OK4,tap_dancing
2YoaKwIVx6I,shooting_basketball
2YrmL3mQhHg,dribbling_basketball
2Z-jHVtE4Y8,changing_oil
2Z4r5J8ILWI,milking_cow
2Z8IMK67e1c,playing_ukulele
2ZAzMtwwSvc,walking_the_dog
2ZG4PFAMvLE,pole_vault
2ZK40c0cy58,playing_paintball
2ZLdj2ccLDU,canoeing_or_kayaking
2ZNortJ-fFs,shaking_hands
2ZSRtGBXLys,cooking_chicken
2ZTMbipdgOI,golf_chipping
2ZbVqU7_8Ks,canoeing_or_kayaking
2Zf3j77JVzo,somersaulting
2ZfJk1m4L6s,shoveling_snow
2ZoR8fvSJ7k,ice_climbing
2ZtZK73sWVs,canoeing_or_kayaking
2_7O6Mpyr5I,tossing_coin
2_H0WtLb-lw,baking_cookies
2_HyZ_mdGx0,carrying_baby
2_I-LuLk3no,swinging_legs
2_NOo5rI32k,golf_driving
2_dmaQ4FVj0,marching
2_iWt63BpJo,passing_American_football_(not_in_game)
2_mqSmwUUik,cooking_egg
2_o3aXSXhhY,weaving_basket
2_zwBMVtdcc,flying_kite
2a6aulswd6s,passing_American_football_(not_in_game)
2a9QlntEDzw,flying_kite
2aIHmFN5OOA,golf_putting
2aVyT2iDZF0,cartwheeling
2a_ccdFwmGQ,somersaulting
2aaYg_hcFyE,tap_dancing
2afsHSYh28U,petting_animal_(not_cat)
2aoqMF6HOcY,drop_kicking
2apeE2oJFGc,passing_American_football_(in_game)
2awiYa_eJTc,skiing_(not_slalom_or_crosscountry)
2aznGm9nUN0,snowkiting
2b92zGuNYJ8,shaking_hands
2b9qnwLz8kY,skipping_rope
2bDfEcFnRck,playing_harmonica
2bKPE0ZeUU4,bandaging
2bS9MySipnk,climbing_a_rope
2bVCyESpQ3Y,climbing_a_rope
2bZRDuw_RTI,celebrating
2b_eDyR0lTU,passing_American_football_(not_in_game)
2bgFe5au7v4,abseiling
2bi26d7hTrM,feeding_birds
2bndU58VHhk,playing_ukulele
2btgF2RoTtg,playing_ukulele
2c3duDlww4A,unboxing
2cBGeBKn9mU,ironing
2cEXlv0hrOg,playing_guitar
2cFCRuiGwwg,dancing_charleston
2cJSTGVTv_o,smoking_hookah
2cLF588-uE8,playing_accordion
2cQIvI2lE6U,golf_putting
2cSjOxqldFs,playing_harmonica
2cdNOY6zKHU,golf_chipping
2cgKNvP25vs,playing_poker
2ckjAG7haGM,air_drumming
2d-auRjEY7c,eating_spaghetti
2dAehGLqiB4,hula_hooping
2dE9NFxQijo,bandaging
2dEBBpUzI-I,golf_chipping
2dMTBiXSBUo,biking_through_snow
2dPZKV-IjrM,dancing_ballet
2dRqsiJN2Uc,playing_ukulele
2dZhnK_7tsg,feeding_birds
2dc8r8yYnjA,getting_a_tattoo
2djtbcbuhkI,baking_cookies
2dkgQovEg_M,headbutting
2dqgMywxl0E,abseiling
2dreHh3aEJM,skiing_(not_slalom_or_crosscountry)
2dsrXHRkI6M,cooking_chicken
2dusi5enDj4,hitting_baseball
2e13IkgmVrY,carrying_baby
2e6qH81jm5M,feeding_birds
2eIiotHRTFk,biking_through_snow
2eJLC-m2POo,getting_a_haircut
2eRzbTZhcXA,petting_animal_(not_cat)
2eSmWWxqBGg,biking_through_snow
2eWWKCxODqk,shaking_hands
2ec8yYSh51M,yawning
2eep4G5Tgho,mowing_lawn
2ekyS_i69ew,pole_vault
2elLtiD6lQQ,changing_oil
2epAiMFXfOQ,disc_golfing
2erWulp9WWI,archery
2euI7pb6xW4,canoeing_or_kayaking
2evqccHHrNg,passing_American_football_(in_game)
2ezfw3_Drxw,playing_guitar
2fF1osRrAO0,cooking_chicken
2fFnp80Rpqs,marching
2fXZ1V0hlqg,busking
2fZMzGEY0gA,playing_tennis
2f_OE1mTbUw,javelin_throw
2fbLq6MD3lM,smoking_hookah
2fbTTDUrZcc,golf_chipping
2fdS41UUcW0,tossing_coin
2ffYeuTjjvI,bandaging
2flj9ToJUiI,making_bed
2fo4qYgrg-U,passing_American_football_(in_game)
2fohmLB1xuU,making_bed
2frNJs65Odc,motorcycling
2fuw63nx-O0,playing_guitar
2fyKAJeeZ6k,giving_or_receiving_award
2g-4_80tgsM,windsurfing
2g5ly4zLUGI,hitting_baseball
2g7YovWLPq0,dancing_ballet
2gAXbzQKo14,tossing_coin
2gBKu5VaJ9o,playing_guitar
2gGuMNpS1yM,canoeing_or_kayaking
2gOGGAPnuqM,giving_or_receiving_award
2gPs5oJMnEk,playing_harmonica
2g_5Wzo1mJM,zumba
2g_XZXqVdNQ,zumba
2g_nWgSdMPo,playing_tennis
2gbBJT1tSbA,snowkiting
2ghZWsYDmwU,somersaulting
2gi1-3Vab_o,dribbling_basketball
2gjGHyc-b4k,brushing_teeth
2glYotdX8Eo,playing_trumpet
2gzadLLP7hU,cartwheeling
2h76JxxOOdo,passing_American_football_(in_game)
2h9oM_2Fj0k,golf_chipping
2hBKjGX3DW8,headbutting
2hf4SVYtJHI,windsurfing
2hfLnoEw1z8,playing_paintball
2hgXJR5QdkU,smoking_hookah
2hgv_BH4SUk,playing_paintball
2hmXHd2UUFM,pole_vault
2hr22zMvaug,flying_kite
2hurATWhXGg,playing_poker
2i6ydcGot8s,mowing_lawn
2i7ryGAfEOo,golf_driving
2i8A7U0bFKA,swinging_legs
2i9YoFfid7g,unboxing
2iBDXr6116o,skipping_rope
2iBRbHt8c8g,brushing_teeth
2iEvLLJ9bqk,javelin_throw
2iFyzr3f06M,mowing_lawn
2iJBlDfmvIc,playing_guitar
2iKlsQqCxrc,passing_American_football_(in_game)
2iN7oKP1NFA,canoeing_or_kayaking
2iUIezRuXjs,somersaulting
2iXbQ9ZefEs,celebrating
2i_HYrPDaoY,ironing
2id-Jg5RjEE,dancing_ballet
2idwNvX6JxU,cooking_chicken
2ilBLJQ8JoE,walking_the_dog
2ioiu9Jtl6U,busking
2ipU2GC_vGY,swinging_legs
2iqHBjSLITI,celebrating
2isHD5dHb6I,dribbling_basketball
2j4hpmUO5TE,pole_vault
2jBXJDgkVCI,tap_dancing
2jFzQhINVBs,sailing
2jJx1U7tpIU,air_drumming
2jNw4_4rbW4,dribbling_basketball
2jQY1mInd5U,dribbling_basketball
2jUEYSAlo38,sanding_floor
2jUlh1c9yLo,making_jewelry
2jlNHwwNmY4,feeding_birds
2jph6Sm5M0U,golf_putting
2jqAryligVM,weaving_basket
2jwiuVTwaS0,testifying
2jyyLa9f_2I,air_drumming
2kD7QzsBg5Y,shooting_basketball
2kFuLfDMQSQ,shooting_basketball
2kFw9DDQfiA,making_bed
2kGuHnQ_M-Y,playing_tennis
2kPQtJbmbDc,ice_climbing
2kZrPCXHYqY,skiing_(not_slalom_or_crosscountry)
2ka27xF7f10,snowboarding
2kh-j9ma9LA,baking_cookies
2kkv_AbvOoQ,making_bed
2kmLJ0CqwPU,peeling_potatoes
2kpRWbtcEhA,cooking_chicken
2kxYniFmH0c,auctioning
2l-dNb-HQ6w,snowboarding
2l2Y2UOtTYE,abseiling
2l5BTtbG9wY,shoveling_snow
2l5n5yAESBc,passing_American_football_(in_game)
2l97gs6Itas,sanding_floor
2lP4DcQwt1g,dancing_ballet
2lnrpOg4bc0,springboard_diving
2lshqYnfAls,shaving_legs
2lujXIXQIg0,abseiling
2lzFDjwCrcA,springboard_diving
2m0wb3ob6xo,passing_American_football_(in_game)
2mA2zIAhm1w,balloon_blowing
2mS__wN09Ec,hitting_baseball
2mbKySr8fOg,shooting_basketball
2mkoulEfiPw,snowkiting
2mmor0BP_rI,busking
2mmx18Cf5xk,changing_oil
2mv5Cmu64fQ,windsurfing
2mya8veNSJg,clay_pottery_making
2nETGitl4Qw,feeding_birds
2nK8QctgHw8,drop_kicking
2nRplNIjpSA,golf_driving
2nT_kj0zwkY,hula_hooping
2nZhpLbrsjg,tossing_coin
2ngmait2oWc,playing_guitar
2ngn7xlJFSQ,climbing_ladder
2nh82VYkymg,windsurfing
2niuqoDQIzw,marching
2nj2B4HiQ00,peeling_potatoes
2nochCAHa3c,baking_cookies
2np_WOg4tZM,playing_ukulele
2nsajvN_ms4,punching_bag
2ntnetxjdj8,biking_through_snow
2nvFGrKl7OY,busking
2nvUj3XVbbg,ironing
2o-JSjkLDFs,brushing_teeth
2o-n6yKrX3A,motorcycling
2o-pVOh5QKE,sailing
2o1cx6vXMmM,playing_guitar
2oDmdhiRtAA,mowing_lawn
2oNZSgEdZA8,canoeing_or_kayaking
2obts6IazsY,javelin_throw
2ojWLm_5hvs,skipping_rope
2okHMEDaJyA,punching_bag
2omms1Zl0sM,dining
2onY6JkmIVI,pole_vault
2ooVtQIIQKk,punching_bag
2oqQkNWPfxg,climbing_ladder
2orR-NkIVJo,getting_a_tattoo
2ovCxGPhG7M,punching_bag
2p3ii4YIFFQ,playing_accordion
2pEmf7BJnBM,springboard_diving
2pFUa7nAJ9A,smoking_hookah
2pGRS_7QbtQ,catching_or_throwing_softball
2pTztDoFiMc,abseiling
2pXUNF91ICc,javelin_throw
2pYqtH3xQGM,mowing_lawn
2pd3FzWzqJU,flying_kite
2pfOszmjGOU,sailing
2pgOmM9rdBo,windsurfing
2pgvDW8Yzy0,singing
2phBsCIfzuU,playing_paintball
2prygrSeNyI,hula_hooping
2pyzPFD5QSE,golf_driving
2q4BuODn7ps,sanding_floor
2qLcI3OiKNw,biking_through_snow
2qMzn3BYz8Q,playing_paintball
2qOCsydAWsY,motorcycling
2qamkEiod7A,shooting_basketball
2qktkZR_81Q,weaving_basket
2qmH6-iFS3M,brushing_teeth
2qx24S2qTZ4,hitting_baseball
2qxd5BDn0t8,drinking
2qxmv635ERM,hurling_(sport)
2r27ZvQIUEM,shooting_basketball
2r7Vtw5LYkE,shaking_hands
2rIE0aLcEQE,brushing_teeth
2rJnl7RipDk,playing_trumpet
2rX-H4RmyZA,abseiling
2r_T3gUGFUU,blasting_sand
2rbLzFHhJHs,walking_the_dog
2rhkA8PYXu0,drinking
2rjxQDcEtJI,dining
2rkm_Wwmhxk,passing_American_football_(not_in_game)
2rmM_9pMF5o,singing
2rnAW1L5n_I,snowkiting
2roKBew6bJw,giving_or_receiving_award
2rohGpo3W2Q,somersaulting
2rpYpqn9whU,shooting_basketball
2rr7SI-fguo,marching
2rsFeylWF9s,disc_golfing
2rsJh71pOOA,canoeing_or_kayaking
2rsSSU-jerw,motorcycling
2rsZP151pKw,dancing_ballet
2rsuUOKuLeU,hurdling
2rz94bnmzHM,petting_animal_(not_cat)
2s-PtE2vCoc,catching_or_throwing_softball
2s1cG0rYjxg,making_bed
2s3o_Fh2V0c,changing_oil
2sBBWz8-UHM,golf_driving
2sDf_yHWAnA,clay_pottery_making
2sHGkicdbDg,hurling_(sport)
2sHil48VIyU,getting_a_haircut
2sLLRH2xYlY,milking_cow
2sMhBAswJvE,dancing_ballet
2sNc9u_XcGc,playing_accordion
2sOWWL_llc8,golf_chipping
2sR3HJFtafw,baking_cookies
